SECUCODE,NVDA.O
SECURITY_CODE,NVDA
SECURITY_NAME_ABBR,英伟达
ORG_CODE,10162193
SECURITY_INNER_CODE,1000200018
ACCOUNTING_STANDARDS,美国会计准则
NOTICE_DATE,2026-02-25 00:00:00
START_DATE,2025-01-27 00:00:00
REPORT_DATE,2026-01-25 00:00:00
FINANCIAL_DATE,1-25
STD_REPORT_DATE,2025-12-31 00:00:00
CURRENCY,美元
DATE_TYPE,年报
DATE_TYPE_CODE,001
REPORT_TYPE,2025/FY
REPORT_DATA_TYPE,2025年 年报
ORGTYPE,一般企业
OPERATE_INCOME,215938000000
OPERATE_INCOME_YOY,65.4735357901
GROSS_PROFIT,153463000000
GROSS_PROFIT_YOY,56.8221300251
PARENT_HOLDER_NETPROFIT,120067000000
PARENT_HOLDER_NETPROFIT_YOY,64.7461580681
BASIC_EPS,4.93
DILUTED_EPS,4.9
GROSS_PROFIT_RATIO,71.0680843575
NET_PROFIT_RATIO,55.6025340607
ACCOUNTS_RECE_TR,7.018836033869
INVENTORY_TR,3.968808563352
TOTAL_ASSETS_TR,1.356377432444
ACCOUNTS_RECE_TDAYS,51.290555622448
INVENTORY_TDAYS,90.707322929164
TOTAL_ASSETS_TDAYS,265.41284998478
ROE_AVG,101.4850815654
ROA,75.4180223867
CURRENT_RATIO,3.905263812455
SPEED_RATIO,3.239809719243
OCF_LIQDEBT,3.193669744738
DEBT_ASSET_RATIO,23.9406585011
EQUITY_RATIO,31.4762894725
BASIC_EPS_YOY,65.9932659933
GROSS_PROFIT_RATIO_YOY,-5.2282715323
NET_PROFIT_RATIO_YOY,-0.4395734451
ROE_AVG_YOY,-14.8454109436
ROA_YOY,-8.2477875151
DEBT_ASSET_RATIO_YOY,-17.2150514537
CURRENT_RATIO_YOY,-12.0406659219
SPEED_RATIO_YOY,-16.5279302128
CURRENCY_ABBR,USD
SECUCODE,NVDA.O
SECURITY_CODE,NVDA
SECURITY_NAME_ABBR,英伟达
ORG_CODE,10162193
SECURITY_INNER_CODE,1000200018
ACCOUNTING_STANDARDS,美国会计准则
NOTICE_DATE,2026-02-25 00:00:00
START_DATE,2024-01-29 00:00:00
REPORT_DATE,2025-01-26 00:00:00
FINANCIAL_DATE,1-26
STD_REPORT_DATE,2024-12-31 00:00:00
CURRENCY,美元
DATE_TYPE,年报
DATE_TYPE_CODE,001
REPORT_TYPE,2024/FY
REPORT_DATA_TYPE,2024年 年报
ORGTYPE,一般企业
OPERATE_INCOME,130497000000
OPERATE_INCOME_YOY,114.203407636
GROSS_PROFIT,97858000000
GROSS_PROFIT_YOY,120.8934335568
PARENT_HOLDER_NETPROFIT,72880000000
PARENT_HOLDER_NETPROFIT_YOY,144.8924731183
BASIC_EPS,2.97
DILUTED_EPS,2.94
GROSS_PROFIT_RATIO,74.9886970582
NET_PROFIT_RATIO,55.8480271577
ACCOUNTS_RECE_TR,7.893600290346
INVENTORY_TR,4.249316495248
TOTAL_ASSETS_TR,1.471806641892
ACCOUNTS_RECE_TDAYS,45.606565668176
INVENTORY_TDAYS,84.719507337848
TOTAL_ASSETS_TDAYS,244.597347065388
ROE_AVG,119.1774661706
ROA,82.1974973073
CURRENT_RATIO,4.439851498864
SPEED_RATIO,3.881309913005
OCF_LIQDEBT,3.551227350806
DEBT_ASSET_RATIO,28.919095707
EQUITY_RATIO,40.6847605481
BASIC_EPS_YOY,145.4545454545
GROSS_PROFIT_RATIO_YOY,3.1232117149
NET_PROFIT_RATIO_YOY,14.327066885
ROE_AVG_YOY,30.3083051229
ROA_YOY,47.6433877206
DEBT_ASSET_RATIO_YOY,-16.4486012032
CURRENT_RATIO_YOY,6.4382935718
SPEED_RATIO_YOY,5.6298944913
CURRENCY_ABBR,USD
SECUCODE,NVDA.O
SECURITY_CODE,NVDA
SECURITY_NAME_ABBR,英伟达
ORG_CODE,10162193
SECURITY_INNER_CODE,1000200018
ACCOUNTING_STANDARDS,美国会计准则
NOTICE_DATE,2026-02-25 00:00:00
